Age Group 1,Answer Code,Brand Disposition,Gender,Header,Npd Product Code,NPD Product Code2,Project Code,Project Name,Respondent Number,Response - NET,Response Code,Response Value,Sample Type,SEC Group 1,Submission ID,Variable Name,Weights Random,Weights Random with Booster
30-45 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,270,,2,Ever trier of NPD product,Boosted,D,398009127,Ever Of NPD,,0.395278648
30-45 y.o.,CON.0001,,Female,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,270,,3,P4WKs user of NPD product,Boosted,D,398009127,P4wks Of NPD,,0.395278648
30-45 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,270,,1,Aware of NPD product,Boosted,D,398009127,Aware Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Male,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,271,,2,Ever trier of NPD product,Boosted,D,398044187,Ever Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,271,,1,Aware of NPD product,Boosted,D,398044187,Aware Of NPD,,0.395278648
13-16 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,272,,1,Aware of NPD product,Boosted,C2,397976252,Aware Of NPD,,0.532455942
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,273,,1,Aware of NPD product,Boosted,D,397988932,Aware Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Male,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,274,,2,Ever trier of NPD product,Boosted,D,398009146,Ever Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,274,,1,Aware of NPD product,Boosted,D,398009146,Aware Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,275,,2,Ever trier of NPD product,Boosted,D,398044213,Ever Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,275,,1,Aware of NPD product,Boosted,D,398044213,Aware Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,276,,1,Aware of NPD product,Boosted,D,397976185,Aware Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,277,,1,Aware of NPD product,Boosted,D,397988941,Aware Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,278,,2,Ever trier of NPD product,Boosted,D,398009172,Ever Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,278,,1,Aware of NPD product,Boosted,D,398009172,Aware Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,279,,2,Ever trier of NPD product,Boosted,D,398044236,Ever Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,279,,1,Aware of NPD product,Boosted,D,398044236,Aware Of NPD,,0.395278648
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,280,,1,Aware of NPD product,Boosted,C2,397976144,Aware Of NPD,,0.532455942
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,291,,2,Ever trier of NPD product,Boosted,D,397681608,Ever Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Female,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,291,,3,P4WKs user of NPD product,Boosted,D,397681608,P4wks Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,291,,1,Aware of NPD product,Boosted,D,397681608,Aware Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,292,,2,Ever trier of NPD product,Boosted,D,397681626,Ever Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Female,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,292,,3,P4WKs user of NPD product,Boosted,D,397681626,P4wks Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,292,,1,Aware of NPD product,Boosted,D,397681626,Aware Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,293,,2,Ever trier of NPD product,Boosted,C2,397681652,Ever Of NPD,,0.928926512
7-12 y.o.,CON.0001,,Female,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,293,,3,P4WKs user of NPD product,Boosted,C2,397681652,P4wks Of NPD,,0.928926512
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,293,,1,Aware of NPD product,Boosted,C2,397681652,Aware Of NPD,,0.928926512
7-12 y.o.,CON.0001,,Male,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,308,,2,Ever trier of NPD product,Boosted,D,397619243,Ever Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Male,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,308,,3,P4WKs user of NPD product,Boosted,D,397619243,P4wks Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,308,,1,Aware of NPD product,Boosted,D,397619243,Aware Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,309,,2,Ever trier of NPD product,Boosted,D,397619265,Ever Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Female,P4wks Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,309,,3,P4WKs user of NPD product,Boosted,D,397619265,P4wks Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,309,,1,Aware of NPD product,Boosted,D,397619265,Aware Of NPD,,1.554080309
30-45 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,310,,1,Aware of NPD product,Boosted,D,397678393,Aware Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,321,,2,Ever trier of NPD product,Boosted,D,397615612,Ever Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,321,,1,Aware of NPD product,Boosted,D,397615612,Aware Of NPD,,1.554080309
30-45 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,322,,2,Ever trier of NPD product,Boosted,D,397649842,Ever Of NPD,,1.554080309
30-45 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,322,,1,Aware of NPD product,Boosted,D,397649842,Aware Of NPD,,1.554080309
17-19 y.o.,CON.0001,,Male,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,323,,2,Ever trier of NPD product,Boosted,D,397615557,Ever Of NPD,,1.554080309
17-19 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,323,,1,Aware of NPD product,Boosted,D,397615557,Aware Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Male,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,324,,2,Ever trier of NPD product,Boosted,D,397649864,Ever Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,324,,1,Aware of NPD product,Boosted,D,397649864,Aware Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,325,,1,Aware of NPD product,Boosted,D,397615511,Aware Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,326,,1,Aware of NPD product,Boosted,D,397649888,Aware Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,327,,1,Aware of NPD product,Boosted,C2,397615313,Aware Of NPD,,0.928926512
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,328,,2,Ever trier of NPD product,Boosted,D,397649902,Ever Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,328,,1,Aware of NPD product,Boosted,D,397649902,Aware Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,329,,1,Aware of NPD product,Boosted,D,397615249,Aware Of NPD,,1.554080309
20-29 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,330,,1,Aware of NPD product,Boosted,C2,397649916,Aware Of NPD,,0.928926512
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,331,,2,Ever trier of NPD product,Boosted,D,397670291,Ever Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,331,,1,Aware of NPD product,Boosted,D,397670291,Aware Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,339,,2,Ever trier of NPD product,Boosted,D,397701339,Ever Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,339,,1,Aware of NPD product,Boosted,D,397701339,Aware Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,340,,1,Aware of NPD product,Boosted,C2,397656484,Aware Of NPD,,0.928926512
7-12 y.o.,CON.0001,,Male,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,341,,2,Ever trier of NPD product,Boosted,D,397701357,Ever Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,341,,1,Aware of NPD product,Boosted,D,397701357,Aware Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,342,,1,Aware of NPD product,Boosted,D,397656396,Aware Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Male,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,343,,2,Ever trier of NPD product,Boosted,D,397701376,Ever Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,343,,1,Aware of NPD product,Boosted,D,397701376,Aware Of NPD,,1.554080309
13-16 y.o.,CON.0001,,Male,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,351,,2,Ever trier of NPD product,Boosted,C2,397677257,Ever Of NPD,,0.928926512
13-16 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,351,,1,Aware of NPD product,Boosted,C2,397677257,Aware Of NPD,,0.928926512
30-45 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,352,,2,Ever trier of NPD product,Boosted,C2,397677280,Ever Of NPD,,0.928926512
30-45 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,352,,1,Aware of NPD product,Boosted,C2,397677280,Aware Of NPD,,0.928926512
13-16 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,353,,2,Ever trier of NPD product,Boosted,C2,397677299,Ever Of NPD,,0.928926512
13-16 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,353,,1,Aware of NPD product,Boosted,C2,397677299,Aware Of NPD,,0.928926512
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,354,,2,Ever trier of NPD product,Boosted,C2,397677311,Ever Of NPD,,0.928926512
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,354,,1,Aware of NPD product,Boosted,C2,397677311,Aware Of NPD,,0.928926512
13-16 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,355,,1,Aware of NPD product,Boosted,C2,397679209,Aware Of NPD,,0.928926512
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,356,,1,Aware of NPD product,Boosted,D,397679232,Aware Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,357,,1,Aware of NPD product,Boosted,C2,397664054,Aware Of NPD,,0.928926512
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,358,,1,Aware of NPD product,Boosted,D,397664090,Aware Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,359,,1,Aware of NPD product,Boosted,C2,397977471,Aware Of NPD,,0.928926512
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,360,,1,Aware of NPD product,Boosted,D,397978655,Aware Of NPD,,1.554080309
30-45 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,368,,2,Ever trier of NPD product,Boosted,D,397679247,Ever Of NPD,,1.554080309
30-45 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,368,,1,Aware of NPD product,Boosted,D,397679247,Aware Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Male,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,369,,2,Ever trier of NPD product,Boosted,D,397679269,Ever Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,369,,1,Aware of NPD product,Boosted,D,397679269,Aware Of NPD,,1.554080309
30-45 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,370,,1,Aware of NPD product,Boosted,D,397679282,Aware Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,371,,1,Aware of NPD product,Boosted,D,397679297,Aware Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,372,,2,Ever trier of NPD product,Boosted,C2,397664113,Ever Of NPD,,0.928926512
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,372,,1,Aware of NPD product,Boosted,C2,397664113,Aware Of NPD,,0.928926512
13-16 y.o.,CON.0001,,Male,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,373,,2,Ever trier of NPD product,Boosted,C2,397664139,Ever Of NPD,,0.928926512
13-16 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,373,,1,Aware of NPD product,Boosted,C2,397664139,Aware Of NPD,,0.928926512
30-45 y.o.,CON.0001,,Female,Ever Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,374,,2,Ever trier of NPD product,Boosted,D,397664159,Ever Of NPD,,1.554080309
30-45 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,374,,1,Aware of NPD product,Boosted,D,397664159,Aware Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,375,,1,Aware of NPD product,Boosted,D,397664183,Aware Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,376,,1,Aware of NPD product,Boosted,D,397977810,Aware Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,377,,1,Aware of NPD product,Boosted,D,397977689,Aware Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,378,,1,Aware of NPD product,Boosted,D,397977615,Aware Of NPD,,1.554080309
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,379,,1,Aware of NPD product,Boosted,C2,397977526,Aware Of NPD,,0.928926512
13-16 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,144,,0,Not aware of NPD product,Random,D,397365170,Aware Of NPD,1.53959005,1.554080309
30-45 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,197,,0,Not aware of NPD product,Random,C2,397358962,Aware Of NPD,0.999383015,0.928926512
13-16 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,189,,0,Not aware of NPD product,Random,D,397363126,Aware Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,28,,0,Not aware of NPD product,Random,D,397332481,Aware Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,167,,0,Not aware of NPD product,Random,D,397375719,Aware Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,66,,0,Not aware of NPD product,Random,D,397945574,Aware Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,11,,0,Not aware of NPD product,Random,D,396980109,Aware Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,45,,0,Not aware of NPD product,Random,D,397332571,Aware Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,164,,0,Not aware of NPD product,Random,C2,397375095,Aware Of NPD,0.999383015,0.928926512
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,158,,0,Not aware of NPD product,Random,D,397388905,Aware Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,37,,0,Not aware of NPD product,Random,D,397362605,Aware Of NPD,0.38501167,0.395278648
17-19 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,170,,0,Not aware of NPD product,Random,C2,397362735,Aware Of NPD,0.999383015,0.928926512
13-16 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,115,,0,Not aware of NPD product,Random,D,397332882,Aware Of NPD,1.53959005,1.554080309
13-16 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,88,,0,Not aware of NPD product,Random,D,397134313,Aware Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,61,,0,Not aware of NPD product,Random,C2,397945561,Aware Of NPD,0.496462417,0.532455942
17-19 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,128,,0,Not aware of NPD product,Random,D,397330332,Aware Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,58,,0,Not aware of NPD product,Random,D,397945547,Aware Of NPD,0.38501167,0.395278648
20-29 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,17,,0,Not aware of NPD product,Random,C2,396980155,Aware Of NPD,0.496462417,0.532455942
13-16 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,99,,0,Not aware of NPD product,Random,D,397379093,Aware Of NPD,0.38501167,0.395278648
13-16 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,100,,0,Not aware of NPD product,Random,D,397378980,Aware Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,178,,0,Not aware of NPD product,Random,D,397362853,Aware Of NPD,1.53959005,1.554080309
17-19 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,160,,0,Not aware of NPD product,Random,D,397388919,Aware Of NPD,1.53959005,1.554080309
30-45 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,87,,0,Not aware of NPD product,Random,D,397134302,Aware Of NPD,0.38501167,0.395278648
20-29 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,70,,0,Not aware of NPD product,Random,C2,397063263,Aware Of NPD,0.496462417,0.532455942
30-45 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,131,,0,Not aware of NPD product,Random,D,397678534,Aware Of NPD,1.53959005,1.554080309
30-45 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,153,,0,Not aware of NPD product,Random,C2,397388829,Aware Of NPD,0.999383015,0.928926512
13-16 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,32,,0,Not aware of NPD product,Random,D,397362560,Aware Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,188,,0,Not aware of NPD product,Random,C2,397363114,Aware Of NPD,0.999383015,0.928926512
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,89,,0,Not aware of NPD product,Random,D,397134324,Aware Of NPD,0.38501167,0.395278648
20-29 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,135,,0,Not aware of NPD product,Random,D,397365582,Aware Of NPD,1.53959005,1.554080309
13-16 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,80,,0,Not aware of NPD product,Random,D,397351091,Aware Of NPD,0.38501167,0.395278648
13-16 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,102,,0,Not aware of NPD product,Random,D,397334831,Aware Of NPD,1.53959005,1.554080309
20-29 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,4,,0,Not aware of NPD product,Random,D,397027214,Aware Of NPD,0.38501167,0.395278648
30-45 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,51,,0,Not aware of NPD product,Random,D,397223974,Aware Of NPD,0.38501167,0.395278648
13-16 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,116,,0,Not aware of NPD product,Random,D,397332890,Aware Of NPD,1.53959005,1.554080309
20-29 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,53,,0,Not aware of NPD product,Random,D,397223979,Aware Of NPD,0.38501167,0.395278648
30-45 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,7,,0,Not aware of NPD product,Random,D,397027238,Aware Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,98,,0,Not aware of NPD product,Random,D,397379084,Aware Of NPD,0.38501167,0.395278648
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,83,,0,Not aware of NPD product,Random,D,397350991,Aware Of NPD,0.38501167,0.395278648
13-16 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,137,,0,Not aware of NPD product,Random,D,397365469,Aware Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,47,,0,Not aware of NPD product,Random,D,397362650,Aware Of NPD,0.38501167,0.395278648
30-45 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,68,,0,Not aware of NPD product,Random,C2,397063423,Aware Of NPD,0.496462417,0.532455942
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,191,,0,Not aware of NPD product,Random,D,397363152,Aware Of NPD,1.53959005,1.554080309
7-12 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,193,,0,Not aware of NPD product,Random,C1,397363415,Aware Of NPD,9.104379263,13.01926235
13-16 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,19,,0,Not aware of NPD product,Random,D,397027173,Aware Of NPD,0.38501167,0.395278648
30-45 y.o.,CON.0001,,Female,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,12,,0,Not aware of NPD product,Random,D,397362139,Aware Of NPD,0.38501167,0.395278648
13-16 y.o.,CON.0001,,Male,Aware Of NPD,FVL3,FVL3,24-SFIM-C-CS-019,CALCITE,190,,0,Not aware of NPD product,Random,D,397363136,Aware Of NPD,1.53959005,1.554080309
